id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
52738297,Plush Pink Two Bedroom in the Heart of Hip NYC,75737941,Betty,Manhattan,East Village,40.72803,-73.98548,Entire home/apt,232,1,113,2023-02-24,7.85,1,176,103,
826094504335640745,69-4B  Modern Lower East Side 1BR Prime Location,162280872,Urban Furnished,Manhattan,Lower East Side,40.71853694317372,-73.98629682641484,Entire home/apt,124,30,0,,,159,332,0,
48257515,High Floor River View w/ King Bed Hotel Room,371972456,Justin,Manhattan,Financial District,40.70446,-74.00582,Private room,239,1,5,2023-02-19,0.21,101,25,2,
50707731,Brownstone-Morningside Heights-Harlem,11369454,Esmé,Manhattan,Harlem,40.80852,-73.95488,Entire home/apt,170,1,117,2023-02-21,5.74,3,226,66,
25031840,Rustic/Luxury Holiday Hideaway,37178114,Steven,Manhattan,Gramercy,40.73329,-73.98647,Entire home/apt,1195,30,16,2023-02-15,0.28,1,88,4,
35087672,Upper East Side Apartment with River View!,10549294,Mona,Manhattan,Upper East Side,40.76997,-73.94894,Entire home/apt,250,30,3,2020-01-01,0.07,2,0,0,
821139609627034250,Private room in a loft at FIDI,455935615,Leo,Manhattan,Financial District,40.70916250669113,-74.00860885791877,Private room,200,2,0,,,2,365,0,
771011381423572754,E 107th St #3 - Blue,488616033,Mikey,Manhattan,Harlem,40.80976,-73.94033,Private room,61,30,0,,,69,365,0,
51961227,Luxury Studio by Columbus Circle and Central Park,2867137,Avi,Manhattan,Midtown,40.76567,-73.98162,Entire home/apt,101,30,0,,,88,259,0,
25779937,"Room in 4BR/1BA on 2/F, 5mins >2/3 train 135St Sta",137358866,Kaz,Manhattan,Harlem,40.81306,-73.94232,Private room,38,30,10,2022-09-10,0.18,124,362,1,
45699931,Private/Luxurious/Fully Furnished Tribeca Loft,245167739,James,Manhattan,Tribeca,40.71972,-74.00282,Entire home/apt,1200,30,0,,,1,364,0,
4860430,Location is Everything!,25002053,Shailah,Manhattan,Upper West Side,40.78864,-73.9677,Private room,100,30,176,2022-09-04,1.8,1,82,2,
778325304359084933,Bohemian room 1,490840837,Mary,Manhattan,Harlem,40.80389,-73.9549,Private room,90,1,0,,,6,365,0,
30206047,Upper East Side Gem - Near Central Park,213586067,John,Manhattan,Upper East Side,40.78435,-73.95391,Entire home/apt,1000,5,2,2022-08-05,0.27,1,303,2,
726219384836980038,Beautiful one bedroom in the West Village,1483451,Dorit,Manhattan,West Village,40.72889,-74.0049,Entire home/apt,183,30,1,2022-11-08,0.25,2,224,1,
1788989,Sunny and charming Soho 1 bedroom,7607092,Tanja,Manhattan,Nolita,40.72368,-73.99422,Entire home/apt,225,30,10,2016-09-01,0.09,1,0,0,
714558583022142590,The Residences by Hilton - Studio Penthouse,475766934,Arianna,Manhattan,Midtown,40.7622555142894,-73.9790741569665,Private room,504,1,0,,,4,0,0,
704241151146256091,Historic Brownstone Apartment by Central Park,477237877,Paul,Manhattan,Upper West Side,40.7782415,-73.9771164,Entire home/apt,350,3,1,2022-09-26,0.19,1,293,1,
14548280,Comfy 1 bedroom in spacious lower east side apt,10013093,Shauna,Manhattan,Lower East Side,40.72207,-73.988,Private room,84,30,1,2016-08-28,0.01,1,0,0,
34490363,Spacious King Studio Steps from Times Square,260618374,The Knickerbocker,Manhattan,Theater District,40.75544,-73.98837,Hotel room,358,1,3,2019-12-05,0.07,12,357,0,
3891370,"Heart of Nolita, close to SoHo",20136355,Aalap,Manhattan,Nolita,40.7213,-73.99619,Entire home/apt,200,30,3,2015-09-13,0.03,1,0,0,
49402750,Stylish 2 beds in a perfect location - by subway,51589519,Noomi,Manhattan,Midtown,40.755787,-73.965126,Entire home/apt,200,30,8,2023-01-14,0.36,16,239,3,
17423245,Sunny Room in Clean Modern Apartment,16145840,Nick,Manhattan,East Harlem,40.79703,-73.94013,Private room,95,30,22,2020-01-01,0.35,2,0,0,
54303183,Large Bedroom With Shared Kitchen & Bath on UWS,438952657,Gisele,Manhattan,Washington Heights,40.84219,-73.9404,Private room,55,30,1,2022-10-31,0.24,35,331,1,
37055580,Private room/ King bed/ half bath/quite space.,227179489,Ester,Manhattan,Roosevelt Island,40.76134,-73.95041,Private room,110,1,56,2023-02-19,1.27,2,162,22,
52952799,Cozy Room by Central Park&Colombia univ,427954433,Bill,Manhattan,Upper West Side,40.79933,-73.96245,Private room,79,1,65,2023-02-14,3.93,3,154,51,
755304109608041043,Not currently renting.,486633028,Thomas,Manhattan,Upper West Side,40.80307,-73.96533,Private room,58,30,0,,,1,365,0,
50133982,5 G free WiFi in room.,171697479,Aamer,Manhattan,Midtown,40.74524,-73.98298,Private room,99,30,16,2021-11-16,0.75,28,208,0,
6662241,NYC Brownstone Duplex With Backyard in Chelsea.,30208406,Yaron,Manhattan,Chelsea,40.73917,-73.99656,Entire home/apt,299,30,4,2017-12-31,0.04,1,0,0,
21620216,Designer West Village Apt in Boutique building,123472158,Kiki,Manhattan,West Village,40.73394,-74.00743,Entire home/apt,259,30,8,2018-08-02,0.12,2,291,0,
771962449581256963,2.Lovely bedroom in NYC Apartment,421601513,Juan Carlos,Manhattan,Washington Heights,40.84727,-73.94342,Private room,50,5,1,2023-01-02,0.47,3,355,1,
707177039420497144,Two Bedroom + Two Bath Apartment. Gym Onsite!,293753583,Pod,Manhattan,Hell's Kitchen,40.75775,-73.99202,Entire home/apt,267,30,0,,,7,321,0,
789476,Room With A View of Central Park,184110,Kiersten,Manhattan,Harlem,40.79828,-73.95249,Private room,90,30,25,2018-01-04,0.26,1,0,0,
43452122,1 bedroom in Nolita with washer/dryer,45774825,Saman,Manhattan,Nolita,40.72158,-73.99429,Entire home/apt,100,30,1,2020-08-02,0.03,1,0,0,
48328710,New Beautiful Studio Near Central Park & Columbia,380601266,Jeremy,Manhattan,Upper West Side,40.79164,-73.97237,Entire home/apt,133,90,7,2023-01-02,0.3,27,176,3,
38550982,Times Square Luxury Penthouse with balcony,7175319,Jane,Manhattan,Theater District,40.76108,-73.98478,Entire home/apt,995,30,0,,,1,358,0,
27623360,"Studio at Upper East Side Manhattan, New York",95642648,Тest,Manhattan,Upper East Side,40.77713,-73.95348,Entire home/apt,101,30,3,2018-08-21,0.05,1,0,0,
53570683,Large and quiet room in 2 BR near Central Park,340212196,Ana,Manhattan,Midtown,40.75915,-73.96532,Private room,93,2,22,2023-02-19,1.45,2,29,19,
686920986659753934,"Lovely Room, studio type | Flatiron",181490923,Kristina,Manhattan,Midtown,40.74329,-73.98528,Private room,116,2,4,2022-12-15,0.81,53,362,4,
19407599,Nice room near Columbia University,136058103,Jessie,Manhattan,Upper West Side,40.80119,-73.96612,Private room,35,30,4,2017-08-02,0.06,1,0,0,
43219834,Wall St | Chic & Bright Room + FIDI,336064553,Jose,Manhattan,Financial District,40.70441,-74.00616,Private room,62,30,1,2022-08-15,0.15,9,0,1,
8142536,Perfect Luxury Space in NYC!,42991737,Kent,Manhattan,Financial District,40.70704,-74.01205,Entire home/apt,350,30,0,,,1,0,0,
17666011,Central Park Views - Private Room & Bathroom,120245256,Paul,Manhattan,Upper West Side,40.7971,-73.96159,Private room,125,30,4,2017-08-15,0.05,1,0,0,
741287817783270966,Amsterdam Room 4,482399278,Ivan,Manhattan,Washington Heights,40.83821,-73.93973,Private room,65,3,11,2023-02-18,2.46,4,344,11,
4356396,Cozy Studio in a great neighborhood (Upper East),20539345,Husain,Manhattan,Upper East Side,40.78054,-73.94992,Entire home/apt,125,120,21,2019-03-24,0.32,2,0,0,
43212502,Wall St | Fancy Room + Financial Dist,336064553,Jose,Manhattan,Financial District,40.70601,-74.0076,Private room,125,30,1,2022-09-01,0.16,9,31,1,
7966447,SOHO NYC SEPT ROOM AVAILABLE!!,42034713,Olivia,Manhattan,SoHo,40.72251,-73.99957,Private room,50,30,0,,,1,0,0,
53287361,TWO Bedroom Monthly Rental | UES 74th St.,224733902,Dionisio & JC,Manhattan,Upper East Side,40.77095,-73.95877,Entire home/apt,166,30,5,2022-09-12,0.34,7,283,4,
32309292,Furnished room with private entrance in Harlem.,6105036,George,Manhattan,Harlem,40.80553,-73.95105,Private room,585,5,60,2023-01-03,1.22,3,354,10,
39320355,Cozy Bedroom steps away from Times Sq!,297240751,Adrian,Manhattan,Hell's Kitchen,40.76207,-73.99196,Private room,93,1,120,2023-01-01,2.91,2,12,38,
829252105918543564,Beautiful Bedroom in UES,495796281,Bella,Manhattan,Upper East Side,40.77467758132018,-73.95544818435631,Private room,176,1,0,,,6,341,0,
823454659660228675,Modern Studio Manhattan,483027889,Yana,Manhattan,Midtown,40.74416411620754,-73.98522554592365,Entire home/apt,121,2,0,,,29,360,0,
53387580,Cozy Entire Studio Apartment in Upper West,393897747,Stay And Smile,Manhattan,Upper West Side,40.78882,-73.97349,Entire home/apt,213,3,30,2023-02-04,1.97,24,245,27,
771422886160920375,Serviced Apartment: Newly Furnished with Fast WiFi,28260018,BP Hosting,Manhattan,Harlem,40.80948,-73.95335,Private room,96,3,10,2023-01-31,3.33,25,308,10,
53281303,Top Floor 1 Bedroom - Midtown West,27891261,Glenn,Manhattan,Hell's Kitchen,40.75985,-73.99407,Entire home/apt,199,30,2,2022-05-27,0.15,1,91,1,
24097816,1BR Apartment on the Upper East Side.,2163683,Daniel,Manhattan,Upper East Side,40.78013,-73.9496,Entire home/apt,90,30,0,,,1,0,0,
7775627,Bright apartment in Lower Manhattan,40905449,Abby,Manhattan,Financial District,40.7052,-74.01536,Entire home/apt,160,30,7,2016-07-01,0.08,1,0,0,
14445481,Times Square Studio Suite,88904682,Joshua,Manhattan,Hell's Kitchen,40.76771,-73.98574,Entire home/apt,180,30,2,2016-09-19,0.03,1,0,0,
32386511,Penthouse apt at Times Square / Hells kitchen.,1267021,Sharma,Manhattan,Hell's Kitchen,40.76112,-73.99454,Private room,249,30,0,,,1,364,0,
757003911654211765,Le Cozy Soho Studio,148725429,Javier,Manhattan,SoHo,40.72624,-74.00775,Entire home/apt,192,3,8,2023-01-27,2.7,4,3,8,
825535187682898636,Private room in Manhattan,365342297,Yu,Manhattan,Lower East Side,40.71373394398906,-73.9882641092372,Private room,92,3,0,,,11,18,0,
37721542,Luxury Home in Manhattan,166700941,Peter,Manhattan,Midtown,40.76045,-73.96866,Entire home/apt,599,5,35,2022-09-20,0.81,1,0,17,
31153254,TOURISTS DREAM - Room steps from Grand Central,50241946,Ana,Manhattan,Midtown,40.74997,-73.97086,Private room,215,30,24,2019-09-27,0.47,1,0,0,
837069977555869061,Huge 2 Bedroom Luxury Apartment,307197943,New York,Manhattan,Financial District,40.7104504,-74.00601069999999,Entire home/apt,928,1,0,,,8,341,0,
669671109839375840,“Harlem Music “House-Room C (Master bedroom),149151114,Mike,Manhattan,Harlem,40.81343,-73.95201,Private room,121,1,7,2022-10-23,0.96,6,339,7,
47770897,Charming Furnished Suite Sutton Pl/Midtown East #4,359526434,Benjamin,Manhattan,Upper East Side,40.76085,-73.96244,Entire home/apt,110,30,0,,,4,175,0,
725539220672963388,Luxe King Room Close to All Attractions,480637402,Terry,Manhattan,Midtown,40.75541,-73.98322,Private room,332,1,0,,,6,330,0,
766601492533805938,"Look No Further! Pets are Allowed, Near MoMA!",174792040,RoomPicks By Victoria,Manhattan,Theater District,40.75696,-73.98329,Private room,467,1,0,,,120,240,0,
54124015,1-Bed + Private Roof in the Heart of East Village,20518729,Nicholas,Manhattan,East Village,40.72819,-73.97862,Entire home/apt,116,4,0,,,2,0,0,
29124476,Lovely private bedroom in Manhattan,20825054,Andres,Manhattan,Inwood,40.86616,-73.92336,Private room,67,2,177,2023-02-18,3.3,1,117,46,
39314886,Beautiful 1 Bedroom Apartment in the West Village,33529126,William,Manhattan,West Village,40.7323,-74.00526,Entire home/apt,250,30,0,,,1,0,0,
2552606,Beautiful and cozy 1BR Apt,13068601,Martin,Manhattan,Morningside Heights,40.80862,-73.95756,Entire home/apt,99,30,9,2015-01-02,0.08,1,0,0,
9746225,"Sunny, clean, contemporary Soho Apt",14005489,Jonathan,Manhattan,SoHo,40.72713,-74.0059,Entire home/apt,250,30,0,,,1,0,0,
26357960,Soho Loft,117086989,Robert,Manhattan,SoHo,40.72254,-74.00556,Entire home/apt,300,30,0,,,1,0,0,
3783016,Luxury Studio on Broadway with OUTDOOR SPACE @ UWS,3716641,Ofer,Manhattan,Upper West Side,40.79126,-73.97182,Entire home/apt,90,30,23,2022-11-08,0.23,6,13,4,
717744863250847092,Marriott at New York City - Studio,475708922,Hank,Manhattan,Midtown,40.7513000619654,-73.9848183101838,Private room,519,1,0,,,2,0,0,
628225455845645965,Hudson Yards brand new studio,14697084,Michael,Manhattan,Hell's Kitchen,40.76057,-73.99807,Entire home/apt,125,10,1,2022-12-18,0.38,1,36,1,
806390331108130520,(Dr4)Contact host b4booking!,15625009,Anders,Manhattan,Harlem,40.82573542931749,-73.95062947475942,Private room,59,30,0,,,2,221,0,
3780113,Studio apartment,5785240,Laurent,Manhattan,Harlem,40.8096,-73.94712,Entire home/apt,120,5,128,2023-01-05,1.24,1,138,25,
49593677,East Village WFH Oasis with Oversized Desk,380601266,Jeremy,Manhattan,East Village,40.72753,-73.98818,Entire home/apt,155,90,4,2023-03-03,0.21,27,0,2,
46657645,Water View King Bed Hotel Room,371972456,Justin,Manhattan,Financial District,40.70605,-74.00378,Private room,239,1,65,2023-02-05,2.35,101,25,3,
798603033865791461,The Cuddle Couch,149151114,Mike,Manhattan,Harlem,40.81217709235852,-73.95364664020519,Shared room,65,1,1,2023-01-31,0.86,6,365,1,
21275645,Chambers Street Luxury One Bedroom,33294012,Charles,Manhattan,Battery Park City,40.71812,-74.01439,Entire home/apt,200,30,1,2018-01-01,0.02,1,0,0,
8614125,Cozy One Bedroom -Beautiful Terrace,45315085,Anthony,Manhattan,Upper West Side,40.77988,-73.98103,Entire home/apt,275,30,0,,,1,0,0,
601412143806079747,*NEW* LUXE HARLEM 1 bdrm apt w/ outdoor spaces,30102777,Durrell,Manhattan,Harlem,40.82188,-73.94492,Entire home/apt,187,2,22,2022-08-26,2.1,3,0,22,
43909068,CENTERED LOCATION*8TH FLOOR*STUDIO FOR 6 PEOPLE,8309060,Julia,Manhattan,Midtown,40.74681,-73.98863,Entire home/apt,194,1,32,2022-09-05,1.06,9,328,3,
48230897,New Studio in the heart of the East Village,380601266,Jeremy,Manhattan,East Village,40.72797,-73.98704,Entire home/apt,135,90,6,2023-02-10,0.25,27,1,2,
44068157,Se hóspede no coração de Manhattan,300551054,Celina,Manhattan,Midtown,40.75761,-73.97667,Shared room,60,30,0,,,2,0,0,
7344720,Clean and comfortable 3 person private room,24260658,Kristy,Manhattan,East Harlem,40.79678,-73.9344,Private room,114,3,135,2022-12-14,1.46,5,78,24,
46850986,Cozy 2 Bedrooms in Harlem close to Everything,376143855,Fati,Manhattan,East Harlem,40.7994,-73.94433,Entire home/apt,150,30,5,2022-04-25,0.27,1,177,1,
806423857353321696,Nice Studio Apt in Gramercy,483027889,Yana,Manhattan,Midtown,40.74272,-73.98602,Entire home/apt,115,2,1,2023-02-07,1.0,29,364,1,
46195854,Beautiful NYC studio,120762452,Stanley,Manhattan,Murray Hill,40.75004,-73.97534,Entire home/apt,100,30,2,2021-02-28,0.07,83,365,0,
747853750519076160,Amazing Private bedroom Rental | Coliving UWS,334376746,Sharedeasy,Manhattan,Harlem,40.80316,-73.95635,Private room,60,30,0,,,7,365,0,
33605568,Union Square Private Double & Single Bed w/ Shower,44350279,Jp,Manhattan,Gramercy,40.73505,-73.9865,Private room,115,2,52,2021-11-27,1.11,3,23,0,
7257311,Cozy Walk-up Apt in the Historic East village,14726038,Kimberly,Manhattan,Chinatown,40.71455,-73.99083,Private room,69,30,13,2018-04-04,0.16,1,0,0,
800274270006649923,posh soho studio,350725081,Jesiah,Manhattan,Lower East Side,40.7233886,-73.99149799999999,Entire home/apt,162,30,1,2023-02-07,1.0,1,180,1,
32747368,"Hotel Room in St Regis Hotel NYC,   Fifth & 55th",51772392,Mark,Manhattan,Midtown,40.76209,-73.9757,Private room,782,1,0,,,2,0,0,
613805658941413488,Beautiful Duplex with Additional One Bedroom Apt.,128823061,Deborah,Manhattan,Kips Bay,40.74075,-73.97837,Entire home/apt,800,1,5,2023-02-26,0.52,1,62,5,
945297,East Village Gay Friendly Dbl Room,5074654,Seth,Manhattan,East Village,40.73024,-73.98147,Private room,101,1,654,2023-02-11,5.39,1,156,84,
12568401,"West village, great location!",57786447,Anne,Manhattan,West Village,40.73913,-74.00169,Entire home/apt,210,30,1,2016-05-18,0.01,1,0,0,
51067075,GORGEOUS & SPACIOUS APARTMENT IN UPPER MANHATTAN,779474,Clint,Manhattan,Washington Heights,40.83641,-73.94312,Entire home/apt,158,13,8,2023-01-04,0.43,2,280,5,
573004455033653038,"1 bedroom, 5 minutes from central park, fits 4",38494678,Felipe,Manhattan,Midtown,40.764503,-73.984047,Entire home/apt,511,3,4,2022-11-27,0.74,1,30,4,
45418350,433 West 53-Cozy Studio,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76583,-73.99004,Entire home/apt,120,30,8,2023-02-05,0.27,131,218,4,
50478502,King Bed  Studio  Stay at Times SQ Boutique Hotel,394817730,Blake,Manhattan,Theater District,40.75936,-73.98714,Private room,201,1,1,2021-06-27,0.05,59,0,0,
776738128391277021,"Bright, spacious two bedroom",2834840,Sheri,Manhattan,Harlem,40.824069558582856,-73.95406638365515,Entire home/apt,95,30,0,,,2,0,0,
46727329,Empire States Building! Entire Space in Manhattan,377647905,Emmory,Manhattan,Murray Hill,40.74853,-73.97632,Private room,249,1,68,2023-02-19,2.52,6,329,45,
727032941430034803,Minimalistic East Village apt.,42657456,Viktorija,Manhattan,East Village,40.72368,-73.98511,Entire home/apt,196,3,13,2023-02-25,2.62,2,107,13,
549064352515592485,Lovely Room in Luxury Brownstone Condominium,211334103,Demetrius,Manhattan,Harlem,40.8045,-73.94661,Private room,85,5,41,2023-01-31,3.39,2,18,41,
773117291811272451,Comfort and Convenience! Pets are Allowed!,25138314,RoomPicks By Antony,Manhattan,Midtown,40.74895,-73.98745,Private room,282,1,0,,,107,354,0,
20284463,"Relaxing, White Room in Upper Manhattan w/ rooftop",42154911,Hannah,Manhattan,Harlem,40.82944,-73.94529,Private room,68,30,5,2020-01-05,0.08,2,0,0,
703745,Great apt in the heart of E Village,3597177,Ori,Manhattan,East Village,40.72305,-73.98641,Entire home/apt,130,30,11,2016-10-02,0.09,1,0,0,
20710255,Entire 3BD Apt on Central Park West,2504873,Jesse,Manhattan,Upper West Side,40.7923,-73.96683,Entire home/apt,450,30,13,2018-01-23,0.19,1,0,0,
10385262,UPPER WEST SIDE GEM ON PARK BLOCK,53462017,Harry,Manhattan,Upper West Side,40.78815,-73.9677,Entire home/apt,150,30,15,2023-01-07,0.33,1,219,4,
801343509025777219,"Private Room 2 Over Garden , In Quiet Yoga Retreat",206188423,Sophie,Manhattan,Harlem,40.80248243378382,-73.954812675955,Private room,62,1,1,2023-02-19,1.0,1,63,1,
750214022787250094,"Big & bright room Upper Manhattan, no cleaning fee",484563604,Alvaro,Manhattan,Washington Heights,40.83702,-73.94711,Private room,69,6,1,2022-12-11,0.35,3,101,1,
49752320,Comfy and Cute Studio with Private Kitchen & Bath,385129361,Central Park Apartments,Manhattan,Upper West Side,40.7978,-73.96196,Entire home/apt,80,30,0,,,32,333,0,
49436100,Spectacular Views 2 Beds 2Baths by Columbus Circle,2867137,Avi,Manhattan,Midtown,40.76442,-73.98158,Entire home/apt,290,30,2,2022-11-30,0.19,88,226,2,
54307163,Great 1bdrm w/ GREAT View & affordable Parking,397775202,Elisha,Manhattan,East Harlem,40.7921433,-73.93665899999999,Entire home/apt,300,2,9,2022-12-11,1.1,2,90,9,
671089766164852776,"Lovely 1-bedroom, private terrace by Central Park",179249,Simone,Manhattan,Upper West Side,40.7914154,-73.9658536,Entire home/apt,150,30,0,,,1,49,0,
38135862,"Lofty, Scenic and Convenient Harlem Experience",287131759,Michael,Manhattan,Harlem,40.81833,-73.93793,Entire home/apt,150,30,15,2021-09-19,0.38,1,364,0,
15742916,Bright and Beautiful 1br Apartment in Little Italy,8881924,Seyhan,Manhattan,Chinatown,40.71635,-73.99875,Entire home/apt,150,30,7,2020-04-05,0.09,1,0,0,
35717460,Comfortable Stay near Yankee Stadium,264676469,Diane,Bronx,Highbridge,40.83097,-73.93136,Private room,90,30,1,2019-06-21,0.02,1,0,0,
719778089121701138,*Full Apartment in Quiet Bronx Neighborhood: 1 Bed,480209472,Rebecca,Bronx,Morris Park,40.8515603,-73.8509612,Entire home/apt,103,2,6,2022-12-12,1.1,1,248,6,
40563519,Just as home,244116720,Carsandra,Bronx,Throgs Neck,40.82567,-73.82069,Private room,60,1,73,2022-10-31,1.84,4,365,13,
687959926587702316,Lovely 3 Bedroom with 2 bath apartment,12246186,Eduardo,Bronx,Belmont,40.85586,-73.88533,Entire home/apt,211,5,13,2023-02-20,2.12,5,53,13,
7501694,Prolonged Traveler's Dream( a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.81245,-73.88756,Private room,60,30,21,2022-01-01,0.23,6,361,0,
665181323509587015,Home Sweet Home.  A defined Airbnb space.,468011490,Sandra,Bronx,Allerton,40.86764,-73.85626,Entire home/apt,185,4,7,2022-12-06,1.11,1,335,7,
29167257,Multicultural House II,203123161,Luis,Bronx,Concourse,40.82124,-73.92913,Entire home/apt,150,3,133,2023-01-05,2.58,1,259,33,
52799338,Delightful Elegant 2nd Floor Apt - Private House,422296685,Lesvia,Bronx,Kingsbridge,40.86452,-73.90408,Entire home/apt,183,4,39,2023-01-03,2.38,1,277,31,
584635019650832054,"Incredible, clean townhouse w/ backyard n laundry",433972903,Alexis,Bronx,Fordham,40.86157,-73.90005,Private room,43,1,18,2023-01-31,1.74,2,71,18,
53909434,Deluxe Yankee Guest Room in Smart Apt,237277331,Pauriany,Bronx,Concourse,40.83664,-73.91801,Private room,65,2,13,2023-01-04,0.94,2,363,12,
36080023,The Game Room,188453457,Queen,Bronx,Claremont Village,40.84279,-73.90963,Entire home/apt,529,1,18,2022-09-05,0.42,2,363,2,
31881336,"New Room Private Bathroom, Backyard, Near Metro",5704932,Victor,Bronx,Fordham,40.86579,-73.88693,Private room,60,30,20,2020-08-21,0.4,4,0,0,
35603512,Great 1 Bedroom Loft in Cool SoBro Area,2548258,Dakota,Bronx,Port Morris,40.80871,-73.92976,Entire home/apt,155,3,37,2023-02-22,0.83,1,93,19,
42780236,Bedroom#2 with access to Kitchen & Living Room,268398473,Juber,Bronx,Van Nest,40.84484,-73.86203,Private room,55,1,109,2022-04-14,3.18,4,0,9,
35744019,Suzy ville 2,244116720,Carsandra,Bronx,Throgs Neck,40.82763,-73.82102,Private room,60,1,56,2023-01-02,1.32,4,365,7,
45236489,Kohzi Townhouse Apartment,358151054,Astrid,Bronx,Mott Haven,40.81192398071289,-73.90686798095703,Entire home/apt,116,60,21,2022-12-26,0.71,2,31,11,
559369411073486415,Bronx Little Italy Bright Two Bedroom,44851966,Joseph,Bronx,Belmont,40.85536,-73.88449,Entire home/apt,164,30,11,2022-12-12,1.26,10,248,11,
42033943,"Big Room w/ lots of space to work in, in Big Apmt",192383231,Bryan,Bronx,Melrose,40.82048,-73.91592,Private room,43,30,1,2020-09-14,0.03,2,0,0,
40823839,Gg’s Guest Room,312573023,Giana,Bronx,Highbridge,40.83171,-73.93003,Private room,100,10,1,2022-01-08,0.07,2,365,0,
810401147741395709,Apartment in Little Italy- Bronx,497494661,Salma,Bronx,Belmont,40.8552755,-73.886547,Entire home/apt,210,2,3,2023-02-18,3.0,1,222,3,
601341275822151601,Cozy 2 bedroom apartment.,156583372,Patrick,Bronx,Allerton,40.859352,-73.864983,Entire home/apt,123,5,19,2023-02-28,1.78,6,54,19,
654377345922164448,Large and lovely Bedroom  for you (Bronx) Room 2,464320122,Mariam,Bronx,Mount Eden,40.84146,-73.91945,Private room,100,2,3,2022-10-12,0.49,2,365,3,
53331121,New 2bedrm  Mins from Manhattan,216984109,Leah,Bronx,Port Morris,40.80665,-73.92445,Entire home/apt,185,1,15,2022-12-14,3.24,1,57,15,
744796548590277337,Renovated 2 Bedroom In Mott Haven Townhouse,484895556,Yemane,Bronx,Mott Haven,40.81149,-73.91913,Entire home/apt,138,2,13,2023-02-03,3.12,1,85,13,
24287367,Come Explore The Bronx And 30 Mins to Manhattan,102896902,Lawrence,Bronx,Concourse Village,40.8308,-73.9162,Private room,70,3,37,2023-01-01,0.71,2,179,33,
22086968,Rustic Meets Shabby Chic,161344095,Sheena,Bronx,Van Nest,40.8429,-73.8638,Entire home/apt,89,2,252,2023-02-26,3.95,1,140,44,
23224129,Clean and romantic room.,172579417,Lelis,Bronx,Highbridge,40.83641,-73.92331,Private room,65,1,0,,,1,365,0,
53516635,225 sq ft room queen size bed,147762665,Jose,Bronx,Wakefield,40.88626,-73.8586,Private room,59,1,33,2023-02-24,2.15,7,365,28,
560163086098270449,Private room in a two bedroom apartment room#1,186136214,Fay,Bronx,Mount Hope,40.84536,-73.90451,Private room,60,1,18,2022-09-20,1.48,2,126,18,
639920141110609277,Cozy Bronx Home- Family Friendly! Free Parking!,198871095,Jona,Bronx,Williamsbridge,40.87977,-73.85488,Entire home/apt,159,2,25,2023-02-03,2.83,2,175,25,
6557289,1 Room in a 2 Bedroom Available,7074531,Jonathan,Bronx,Longwood,40.82707,-73.90583,Private room,680,30,0,,,1,0,0,
21815074,the best place to stay,159006650,Samuel,Bronx,Morrisania,40.82834,-73.90228,Private room,45,1,5,2023-01-19,1.76,1,361,5,
25892765,Dream place,161448479,Mohammad,Bronx,Country Club,40.84121,-73.82513,Entire home/apt,95,5,22,2023-01-02,1.74,1,132,20,
6055964,Beautiful Private Room,16151285,Carol,Bronx,Williamsbridge,40.88096,-73.84998,Private room,42,30,1,2016-09-26,0.01,6,364,0,
54089885,KING BED | FAST Wi-Fi | YouTube TV | Pet Friendly,398622781,Katelyn,Bronx,Schuylerville,40.83995,-73.83317,Entire home/apt,138,1,20,2022-12-31,1.48,4,356,19,
811119722339553055,Haven at Bruckner II - New Reno!,279230537,Samuel,Bronx,Mott Haven,40.80743121723949,-73.92560559468278,Entire home/apt,200,2,1,2023-02-20,1.0,4,169,1,
598928506031816181,Spacious Oasis steps from Bronx Zoo & Arthur Ave,17981136,Julio,Bronx,Belmont,40.85406,-73.88169,Entire home/apt,250,2,10,2022-12-11,1.03,1,364,10,
782505805569955293,Large Private Room! 20min to NYC,471369265,F,Bronx,Throgs Neck,40.82077,-73.8076,Private room,100,1,0,,,1,364,0,
3655007,Great Room for International Students!,18492106,Sharon,Bronx,Wakefield,40.88805,-73.85311,Private room,30,30,12,2018-09-15,0.18,1,0,0,
34782691,Mott Haven Dorm EE,30509656,Orit,Bronx,Port Morris,40.80893,-73.93111,Shared room,23,1,30,2023-02-13,0.66,11,319,6,
519453936157575198,⭐️ Amazing 2 bedroom with private Parking⭐️,200949587,Shanique,Bronx,Allerton,40.86835,-73.86271,Entire home/apt,138,2,75,2023-02-26,5.16,1,67,57,
30449111,Bxny Yankees,227856882,Carl,Bronx,Concourse,40.83502,-73.91814,Private room,99,30,8,2019-10-20,0.16,1,90,0,
724743827786537101,Artist's Loft (Williamsburg) feat. by NYTimes,48708430,Saul,Brooklyn,Williamsburg,40.70806,-73.96756,Entire home/apt,1200,1,1,2022-10-02,0.19,1,0,1,
3476431,Charming Fort Greene Studio,4374828,Michelle,Brooklyn,Fort Greene,40.6856,-73.96848,Entire home/apt,115,30,44,2019-12-06,0.49,1,0,0,
