id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
11544438,Clean Room in Prime Hip LES,35664937,Zachary,Manhattan,Lower East Side,40.71724,-73.98877,Private room,65,30,14,2016-10-01,0.16,1,0,0,
51175460,Sunny Upper East Side Flat 3W,4083654,Santina,Manhattan,Upper East Side,40.77188,-73.95345,Entire home/apt,120,30,3,2022-07-25,0.17,4,363,2,
738454121760964392,Lovely 1-bedroom apartment,14200913,Beau,Manhattan,Midtown,40.74825966497517,-73.98701474128808,Private room,249,1,1,2022-12-31,0.45,1,25,1,
47359500,A+ Location Comfort Lofty & Bright Queen Studio,348619646,Nomad,Manhattan,Midtown,40.74826,-73.98708,Entire home/apt,180,1,21,2022-07-31,0.8,51,359,8,
22096640,Elegant Room in Jazzy Harlem Neighborhood,24625767,Isaac,Manhattan,Harlem,40.82402,-73.9455,Private room,75,30,2,2018-09-24,0.03,1,0,0,
795588144228861534,Furnished Twin Bedroom С in #933: East Village,305240193,June,Manhattan,East Village,40.7252856831658,-73.9750012781728,Private room,117,30,0,,,222,364,0,
44040169,Exquisite Single Bedroom in Shared Apartment,236572440,David,Manhattan,Upper East Side,40.7625,-73.96207,Private room,62,30,3,2023-02-28,0.2,4,275,2,
27137651,"Hi-ceiling, Studio, Flatiron NYC",10113487,Aleksandar,Manhattan,Kips Bay,40.73961,-73.97991,Entire home/apt,179,30,27,2022-01-04,0.49,1,276,0,
836828382804140875,"Look No More! Pets Allowed, Near Central Park Zoo",496944100,RoomPicks,Manhattan,Hell's Kitchen,40.76164132483082,-73.98846627813172,Entire home/apt,368,1,0,,,356,299,0,
51907175,Deluxe Double Queen +Balcony in downtown Manhattan,411740512,Historic Blue Moon,Manhattan,Lower East Side,40.7186077,-73.9897804,Entire home/apt,270,1,17,2023-02-27,0.92,8,355,10,
30031616,UES 1BR w/Doorman 15m nr Central Park,107434423,Blueground,Manhattan,Upper East Side,40.7723353,-73.950981,Entire home/apt,253,31,0,,,526,249,0,
3755474,New Bright & Modern Apartment within a Brownstone,9928037,Elliot,Manhattan,Murray Hill,40.74741,-73.97667,Entire home/apt,149,30,8,2018-01-02,0.09,1,0,0,
21979050,SoHo/NoLiTa Perfect Location,144857346,Grace,Manhattan,Nolita,40.72384,-73.99393,Entire home/apt,275,30,1,2017-12-07,0.02,2,0,0,
12317903,Newly Renovated Studio Midtown East,1512462,Evan & Maria,Manhattan,Midtown,40.75307,-73.96691,Entire home/apt,102,30,164,2022-07-31,1.96,2,177,1,
797691989894809198,Private room 741 | Share bath,401202937,Eliza,Manhattan,Midtown,40.74619837430879,-73.98683868308598,Private room,51,1,2,2023-01-30,1.3,53,241,2,
30162689,Stunning One Bedroom Apartment In Manhattan,1556814,Tammy,Manhattan,Harlem,40.81438,-73.94043,Entire home/apt,200,30,0,,,10,345,0,
35268357,Large Bedroom & Living FULL Renovation in 2019,19303369,Hiroki,Manhattan,Inwood,40.86583,-73.92152,Private room,37,30,0,,,207,15,0,
734203515986674737,Serviced Apartment - New Executive Suite Workspace,28260018,BP Hosting,Manhattan,East Harlem,40.79911,-73.93343,Private room,65,3,18,2023-02-04,3.8,25,313,18,
33431709,Shared room by the Central Park ( MALE ONLY ),251852817,Owen,Manhattan,East Harlem,40.79952,-73.94565,Shared room,55,30,43,2020-07-11,0.91,7,0,0,
756395945960675576,Light filled one bedroom apartment in brownstone,118506566,Julian,Manhattan,Upper West Side,40.7816955,-73.9774588,Entire home/apt,500,4,1,2022-12-19,0.38,1,0,1,
835387297973276548,Close to Museum of the Moving Image! 3 Units!,496944100,RoomPicks,Manhattan,Tribeca,40.71453957329108,-74.00986831202,Entire home/apt,2003,2,0,,,356,278,0,
612523912342739606,"Studio in #1 Location, 5 blocks to CENTRAL PARK!",12589970,Katie,Manhattan,Upper East Side,40.77075,-73.95621,Entire home/apt,125,30,2,2022-10-04,0.21,4,365,2,
11868110,111 St. Marks Place,63269523,John,Manhattan,East Village,40.72804,-73.98281,Entire home/apt,140,30,1,2016-03-21,0.01,1,0,0,
53604779,Double room with attached bathroom -607,171697479,Aamer,Manhattan,Midtown,40.74485,-73.98294,Private room,109,30,0,,,28,209,0,
15425744,"Charming ,cozy private bedroom",96892684,Yahaira,Manhattan,Washington Heights,40.83932,-73.94554,Private room,101,2,161,2023-01-01,2.13,2,263,21,
20497853,Apartment in heart of NYC with HUGE PRIVATE DECK!,45596004,Eric,Manhattan,Kips Bay,40.74496,-73.97803,Private room,250,30,0,,,1,0,0,
9615815,Sunny and Cozy apt in Midtown,16396714,Andrea,Manhattan,Kips Bay,40.74166,-73.97798,Entire home/apt,121,3,5,2023-03-04,0.07,2,0,4,
5442584,Centrally located beautiful one bedroom by TimesSq,27204642,Anna,Manhattan,Theater District,40.76261,-73.98287,Entire home/apt,195,30,21,2022-11-01,0.23,1,167,4,
837573343987576274,Spacious King ADA Room at Civilian Nyc,496944100,RoomPicks,Manhattan,Hell's Kitchen,40.76227783977468,-73.9880761394505,Entire home/apt,368,1,0,,,356,320,0,
36315828,Tribeca Studio w/ Pool & Gym & View nr City Hall,107434423,Blueground,Manhattan,Tribeca,40.715793,-74.005871,Entire home/apt,287,31,1,2021-08-25,0.05,526,210,0,
20191216,Upscale Historic District Apt.  Near  Central Park,143768763,Chi,Manhattan,Upper East Side,40.78522,-73.95377,Private room,103,30,37,2019-12-31,0.55,1,0,0,
763058485614035011,2BR Apt w/ Washer/Dryer in Unit& Gym/Pool in Bldg,2867137,Avi,Manhattan,Upper West Side,40.79467,-73.96787,Entire home/apt,245,30,0,,,88,270,0,
779038458197902545,Beautiful en-suite,359911244,Peter,Manhattan,Washington Heights,40.8601834,-73.92651289999999,Private room,67,1,2,2023-02-12,0.92,3,79,2,
786083286420253660,2-bedroom apartment in LES,399358002,MaryAnne,Manhattan,Lower East Side,40.7196639,-73.98495179999999,Entire home/apt,250,2,0,,,1,5,0,
7004408,Cozy & Zen Manhattan Soho Appartment,21641864,Yann,Manhattan,SoHo,40.72763,-74.00254,Entire home/apt,230,7,138,2023-02-24,1.49,1,186,29,
631967774281367970,"Extra large 2 bedrooms apt - Manhattan, NYC!",16480700,Eddie&Vlad,Manhattan,Harlem,40.82041,-73.93958,Entire home/apt,136,2,4,2022-12-26,0.88,18,309,4,
2451647,"Bright, Modern Room in East Village!",64442,Reka,Manhattan,East Village,40.72399,-73.97777,Private room,87,1,248,2023-02-18,2.28,2,142,24,
36417250,Gorgeous Midtown 2-bed luxury condo,133288905,Cherie,Manhattan,Midtown,40.75163,-73.97316,Entire home/apt,369,4,2,2022-07-05,0.23,5,0,2,
53054973,Loft Studio close to Empire State Building,7896850,Roger,Manhattan,Midtown,40.7469,-73.98872,Entire home/apt,125,6,50,2023-02-21,3.04,4,330,37,
53615120,"Lovely Private Room Apartment in Manhattan, NY",294947030,Christian,Manhattan,Murray Hill,40.74546,-73.97689,Private room,183,2,26,2023-01-01,1.81,2,163,24,
4031809,Prewar classic NYC apartment.,20902552,Miquel,Manhattan,Washington Heights,40.83456,-73.94344,Private room,100,30,0,,,1,0,0,
45380846,Bright and appealing fully furnished apartment,83786650,Bridge,Manhattan,Upper East Side,40.76164,-73.96261,Entire home/apt,68,30,3,2021-09-28,0.11,16,0,0,
21827057,"Long Island City, only 20 Min from mid Manhattan",492457,Jay,Manhattan,Inwood,40.86791,-73.92718,Private room,85,30,1,2017-11-25,0.02,4,364,0,
27389647,Master Bed/Bath near Lincoln Center in high-rise,119531605,Nicole,Manhattan,Upper West Side,40.77482,-73.9904,Private room,99,30,7,2018-08-31,0.12,1,0,0,
39536408,Lower Manhattan Bedroom Alphabet City,24243967,Vir,Manhattan,Lower East Side,40.71972,-73.97956,Private room,120,30,0,,,1,0,0,
752209082330932848,Bed and shower in Manhattan,35998113,Jo'S Home,Manhattan,Morningside Heights,40.80366,-73.96511,Shared room,46,2,6,2023-02-12,1.49,15,155,6,
17141884,Private room in a Luxury building: Midtown NYC,32383664,Karthik,Manhattan,Midtown,40.75046,-73.97126,Private room,60,30,1,2017-06-05,0.01,1,0,0,
9329015,MANHATTAN SWEET 2 Bd/3Bd DEAL,11241615,Faruk,Manhattan,East Harlem,40.79785,-73.94469,Entire home/apt,200,30,47,2020-01-02,0.53,1,0,0,
22705963,1 Large bedroom in Murray Hill,166873118,Adil,Manhattan,Murray Hill,40.74584,-73.97583,Private room,49,30,0,,,1,0,0,
814763760220813944,Comfortable and Cozy.,339192135,Nadia,Manhattan,Morningside Heights,40.81369410435611,-73.95989160364617,Private room,149,1,0,,,3,365,0,
19413230,2 bedroom flat in Greenwich Village New York,136098610,Lydia,Manhattan,West Village,40.73242,-74.00322,Entire home/apt,225,30,86,2022-04-23,1.25,1,321,1,
800437249525223935,Quiet 1BR w/ elevator & laundry,206952308,Daria,Manhattan,Midtown,40.76225,-73.97828,Entire home/apt,180,30,0,,,5,280,0,
32816064,Brand new Luxury apartment in a Luxury building,69426967,Aviel,Manhattan,Hell's Kitchen,40.76044,-73.99643,Entire home/apt,250,30,1,2019-03-09,0.02,1,0,0,
16758426,"Charming & Modern, Comfortable & Efficient 1-BR",7265267,Louis,Manhattan,East Harlem,40.79416,-73.94045,Entire home/apt,189,3,81,2023-02-15,1.09,1,146,11,
53555701,Magic loft East Village w/3 separate sleep spaces,379398902,Metta,Manhattan,Gramercy,40.73356,-73.98684,Entire home/apt,357,3,19,2023-01-01,1.3,1,46,16,
6851685,Hudson Luxury Suite - Water and Bridge Views,33605216,Elam,Manhattan,Washington Heights,40.83771,-73.94627,Private room,145,30,1,2015-07-15,0.01,1,0,0,
754303014491958884,Lovely 1 bedroom condo in the Upper East Side,46579560,Federico,Manhattan,Upper East Side,40.77805,-73.94839,Entire home/apt,284,6,1,2023-01-14,0.58,1,23,1,
645096335240771835,Nice and Comfortable 1-bedroom rental in New York,452903553,Malick,Manhattan,Harlem,40.80996,-73.94252,Private room,99,2,25,2023-01-02,2.95,1,0,25,
40565556,Luxurious Hell’s Kitchen! Exclusive NYC!,7985095,Douglas,Manhattan,Hell's Kitchen,40.76332,-73.99032,Entire home/apt,325,20,31,2022-12-27,0.78,3,174,13,
29384622,Private Sun-Splashed Studio Chelsea,221366300,Casey,Manhattan,Chelsea,40.74282,-73.99835,Entire home/apt,100,30,57,2020-03-16,1.1,1,0,0,
45689285,Quaint UES One Bedroom Apartment,22541573,Ken,Manhattan,Upper East Side,40.76906,-73.95746,Entire home/apt,183,30,0,,,113,337,0,
29923582,Elegant Duplex Suite in Manhattan -Private Terrace,220229838,Chamber Hotel,Manhattan,Midtown,40.7618,-73.97643,Hotel room,1000,30,0,,,10,363,0,
32013622,Room for rent from March to August.,1767221,Yael,Manhattan,Inwood,40.86635,-73.92253,Private room,48,160,0,,,1,0,0,
38827457,LUXURY Celebrity LOFT@Union Square-3Bedroom Duplex,295860624,Lamia,Manhattan,Chelsea,40.737,-73.99123,Entire home/apt,525,5,30,2023-02-18,0.72,1,192,20,
506753378825712040,Entire Fabulous UWS Lincoln Square 2BR Sleeps 5,256115397,Jamison,Manhattan,Upper West Side,40.776306,-73.979172,Entire home/apt,589,3,14,2023-01-02,1.32,2,54,14,
13171703,Professionally Managed Studio in Murray Hill,22541573,Ken,Manhattan,Murray Hill,40.74893,-73.98179,Entire home/apt,204,30,2,2019-06-07,0.03,113,359,0,
11641258,Classic Loft in Gramercy/Flatiron - Amazing Value,61719199,Sameer,Manhattan,Flatiron District,40.74026,-73.98704,Entire home/apt,189,30,4,2018-01-01,0.05,1,0,0,
638452467910880184,Work from Home Gem on UWS next to Central Park,2788934,Andrew,Manhattan,Upper West Side,40.80012,-73.96015,Private room,103,7,1,2022-07-01,0.12,4,69,1,
4194494,Unique Full-Floor 2br/2bath in the Heart of SoHo,10367443,J,Manhattan,SoHo,40.72191,-74.00017,Entire home/apt,397,30,10,2018-12-30,0.1,1,0,0,
37914207,Highly Coveted Gramercy Park Pied  à  Terre,30658962,Marlo,Manhattan,Gramercy,40.73534,-73.98676,Entire home/apt,500,3,33,2023-03-02,0.8,1,144,5,
10919160,Gorgeous 1BR in Prime E. Village!,25498781,Lauren,Manhattan,East Village,40.7287,-73.98171,Entire home/apt,257,30,9,2016-08-24,0.1,1,0,0,
17508940,Haven in the Heights,32788186,Alexandra,Manhattan,Washington Heights,40.85149,-73.9358,Shared room,35,1,39,2019-09-07,0.53,1,0,0,
622357830357209703,Quiet Escape in the City that Never Sleeps!,174792040,RoomPicks By Victoria,Manhattan,Theater District,40.76103,-73.9853,Entire home/apt,256,2,0,,,120,0,0,
31802796,Cozy apartment in the heart of NYC,30077950,Lea,Manhattan,East Village,40.7314,-73.98717,Entire home/apt,250,30,0,,,1,0,0,
40657464,Trendy pad in trendy location (East Village),3069996,Gabriel,Manhattan,Lower East Side,40.72121,-73.98429,Entire home/apt,167,7,0,,,1,0,0,
651141070866801705,"Sunlit LES 1BR w/ W/D, nr B/D train",107434423,Blueground,Manhattan,Chinatown,40.717139,-73.993163,Entire home/apt,228,31,0,,,526,314,0,
7928917,Studio in Full Service Chelsea Bldg,41810578,Anisha,Manhattan,West Village,40.73739,-73.99758,Entire home/apt,215,30,0,,,1,0,0,
701763363827948670,A lovely 2BR apt in a bright Soho townhouse.,48721735,Heather,Manhattan,SoHo,40.72534,-74.00385,Entire home/apt,295,1,1,2023-01-01,0.46,1,71,1,
5580236,Make Our Home Your Home,19512999,Bennett,Manhattan,Upper West Side,40.80174,-73.96612,Entire home/apt,325,31,2,2015-09-14,0.02,1,0,0,
34495013,Classic East Village 1BR,66266373,Corey,Manhattan,East Village,40.72892,-73.98556,Entire home/apt,168,1,111,2023-02-25,2.4,1,28,24,
19193139,Loft Bright Studio,133923404,Madelline,Manhattan,Harlem,40.82543,-73.94751,Entire home/apt,160,7,33,2022-10-29,0.48,1,0,13,
9609825,Chelsea 1 BR - Brand New Apartment,27158859,Harrison,Manhattan,Chelsea,40.74542,-73.99642,Entire home/apt,212,30,15,2017-09-15,0.18,1,0,0,
53455730,Horatio street Studio,279775863,Daniella,Manhattan,West Village,40.73943,-74.00396,Entire home/apt,150,30,7,2022-10-13,0.47,8,305,3,
46215494,Large 2 bedroom Apt in Hell's Kitchen,170568130,Ignacio,Manhattan,Hell's Kitchen,40.7653,-73.99427,Entire home/apt,115,1,27,2023-01-21,1.23,14,36,14,
802698739787910288,E 7th St,484940931,Shani,Manhattan,Nolita,40.72202309596417,-73.99519952356087,Private room,89,30,0,,,10,0,0,
7801262,"One Bedroom Top of Central Park! Cozy, Quiet",2083759,Mei,Manhattan,Harlem,40.79966,-73.95511,Entire home/apt,184,2,143,2023-01-01,1.56,1,10,36,
17556480,Midtown West HK Sunny Safe Lower Rent for Monthly,6246766,Kat,Manhattan,Hell's Kitchen,40.76614,-73.98528,Private room,100,4,16,2023-01-02,0.23,2,92,1,
41285370,Columbus Circle/Times Sq./Central Park. Back patio,2521127,Rick,Manhattan,Hell's Kitchen,40.76797,-73.98513,Entire home/apt,1495,30,5,2022-03-31,0.14,2,335,1,
811515887867371312,Comfortable UWS Private Bedroom,497746652,SharedEasy,Manhattan,Harlem,40.80414700431549,-73.95786437729319,Private room,59,30,0,,,4,365,0,
16534037,1 BR at Wyndham Midtown 45 NYC,61463458,Gary,Manhattan,Midtown,40.75269,-73.97244,Private room,230,2,2,2018-07-22,0.04,2,0,0,
699394982076419708,Private Queen Bed in Upper Manhattan,476279438,Elsa,Manhattan,Washington Heights,40.8567635,-73.927002,Private room,55,3,16,2023-02-24,2.94,1,46,16,
607457294070240894,Renovated Studio in the heart of the Up East Side,2867137,Avi,Manhattan,Upper East Side,40.770363,-73.955475,Entire home/apt,95,30,1,2022-08-15,0.15,88,245,1,
50230523,PEACEFUL RENOVATED STUDIO,9743617,Patricia,Manhattan,Harlem,40.81563,-73.94315,Entire home/apt,139,4,34,2023-01-02,1.66,7,234,21,
34255449,Beautiful Manhattan TOWNHOUSE APARTMENT w Deck,779474,Clint,Manhattan,Washington Heights,40.8357,-73.94318,Entire home/apt,171,3,135,2023-02-24,2.9,2,236,45,
818774477773928514,1 Bedroom in LES,495796281,Bella,Manhattan,Lower East Side,40.71829072350755,-73.99175836351455,Private room,88,1,0,,,6,351,0,
7604021,Cozy studio close to Central Park,39880500,Marie,Manhattan,Upper West Side,40.79021,-73.97087,Entire home/apt,85,30,12,2019-11-30,0.13,1,0,0,
12606349,SPACIOUS 2 BR APT  CLOSE TO CENTRAL PARK AND Q & 6,9293730,Inna,Manhattan,East Harlem,40.78965,-73.94329,Entire home/apt,99,30,23,2023-01-31,0.29,38,292,3,
35415121,Beautiful huge studio blocks from Central Park!,1453801,Simon,Manhattan,Hell's Kitchen,40.76816,-73.98657,Entire home/apt,190,30,5,2020-12-09,0.12,1,0,0,
26867170,Cassa Hotel and Residences,196609694,Salim,Manhattan,Midtown,40.75634,-73.98222,Entire home/apt,350,30,0,,,3,365,0,
698371147649198204,"Beautiful, Prime location East Village 1Br in",12485770,Raanan,Manhattan,Stuyvesant Town,40.73042,-73.97938,Entire home/apt,110,30,2,2022-11-06,0.38,9,344,2,
57874,The Brownstone-Luxury 1 Bd Apt/NYC,276291,Simon,Manhattan,East Harlem,40.80747,-73.94076,Entire home/apt,165,3,356,2023-02-16,2.37,2,109,41,
838401104644859332,Comfort and Luxury! Pet-friendly Accommodation!,496944100,RoomPicks,Manhattan,Midtown,40.75652,-73.98141,Entire home/apt,397,1,0,,,356,321,0,
6854404,Beautiful Apt. Above WTC Memorial,35919822,Christian,Manhattan,Financial District,40.70899,-74.01401,Entire home/apt,70,14,1,2015-09-12,0.01,1,0,0,
50877817,✰ LOCATION ✰ LOCATION ✰ LOCATION ✰,369817284,Sara,Manhattan,Gramercy,40.73681,-73.98111,Entire home/apt,198,30,11,2023-02-23,0.63,4,347,7,
687698474968214276,Charming and Sunny one Bedroom rental East Village,2928701,Catalina,Manhattan,East Village,40.72915,-73.98235,Entire home/apt,215,7,11,2023-01-08,1.84,4,136,11,
566657891382493833,Clean & Quiet light filled Queen Bedroom,24412529,Ali,Manhattan,Harlem,40.80915,-73.95087,Private room,135,4,16,2023-01-03,1.5,1,320,16,
22338452,Comfortable East Village 1 Bedroom,4122771,Kara,Manhattan,East Village,40.72714,-73.98012,Entire home/apt,150,30,0,,,1,0,0,
10032560,Cozy and Chic UES Studio,39945901,Mercy,Manhattan,East Harlem,40.79009,-73.94749,Entire home/apt,200,30,36,2019-12-15,0.41,1,0,0,
29740134,Sunlit Bedroom in Washington Heights,30240946,Tanya,Manhattan,Washington Heights,40.85055,-73.92929,Private room,50,30,0,,,1,0,0,
51000097,"Beautiful one bedroom in Manhattan, East Village",75395247,Ramiro,Manhattan,Stuyvesant Town,40.7306,-73.97972,Entire home/apt,100,30,8,2023-01-13,0.53,4,340,5,
1355468,UWS true 3 bedroom,7356998,Karina,Manhattan,Upper West Side,40.79883,-73.96234,Entire home/apt,400,31,14,2020-11-22,0.12,1,0,0,
34490361,Studio King Bed Mobility Accessible Roll-in Shower,260618374,The Knickerbocker,Manhattan,Theater District,40.75544,-73.98837,Hotel room,358,1,1,2019-10-20,0.02,12,345,0,
774743620425011363,Skyline NYC Luxury,388145254,A J,Manhattan,Hell's Kitchen,40.76943549330698,-73.99267503719278,Entire home/apt,485,3,2,2023-01-30,1.28,4,310,2,
53647028,Sunny one bedroom Penthouse in the center of NYC!,434427702,Mei,Manhattan,Kips Bay,40.74111,-73.9815,Entire home/apt,145,30,5,2022-10-16,0.47,1,0,5,
18869228,CHARMING STUDIO HALF BLOCK TO CENTRAL PARK UWS,9293730,Inna,Manhattan,Upper West Side,40.785206,-73.970085,Entire home/apt,135,30,6,2022-11-23,0.09,38,111,3,
9610982,A private room in an apartment,47511212,Aanchal,Manhattan,Morningside Heights,40.80508,-73.96262,Private room,55,30,4,2016-05-11,0.05,1,0,0,
19162994,AMAZING VIEW COZY APARTMENT IN THE HEART OF NYC,95471685,Lys,Manhattan,Chelsea,40.74797,-73.98942,Entire home/apt,280,30,0,,,1,0,0,
2213680,A Room WIth A View,551055,Alicia,Manhattan,Harlem,40.82659,-73.95314,Private room,65,7,2,2016-09-23,0.02,2,78,0,
54004892,Luxury Multimedia Townhouse,301831302,Peter,Manhattan,Washington Heights,40.83162,-73.94078,Entire home/apt,496,1,9,2023-01-29,0.78,8,87,9,
46151832,The location of my house is very good walking,307566664,Fuat,Manhattan,Midtown,40.75197,-73.99086,Private room,160,1,0,,,2,0,0,
29964348,NYC HOLIDAY!!!!   April 15- May 15,2039658,Pam,Manhattan,Upper East Side,40.76461,-73.96662,Entire home/apt,3600,31,0,,,1,358,0,
832640603470613604,Near Battery Park! Free Breakfast! Pets Allowed,496944100,RoomPicks,Manhattan,Midtown,40.74362955971135,-73.98791652236272,Entire home/apt,365,1,0,,,356,251,0,
19118963,BRIGHT CHARMING STUDIO ON UPPER EAST SIDE,9293730,Inna,Manhattan,Upper East Side,40.76993,-73.95734,Entire home/apt,99,30,21,2022-12-14,0.32,38,217,5,
42686803,Newly Renovated! Beautiful fully furnished!,340032161,Katharine,Manhattan,East Village,40.72806,-73.98506,Private room,53,30,0,,,1,0,0,
12339863,Loft,10035055,Claudine,Manhattan,Tribeca,40.72248,-74.0096,Entire home/apt,1000,30,0,,,1,0,0,
736049653083835769,Exclusive Private Room 525 | Shared Bathroom Only,401202937,Eliza,Manhattan,Midtown,40.74774,-73.98868,Private room,48,1,6,2023-01-23,1.4,53,231,6,
26344667,Private room in Apartment,129168532,Likowsky,Manhattan,Harlem,40.8205,-73.95645,Private room,41,30,5,2018-08-19,0.09,1,0,0,
704425265329590722,"3 Beautiful Units, Onsite Dining, Near Shopping!",468877942,SunHawaii,Manhattan,Midtown,40.75268765015178,-73.98425534223881,Private room,1498,1,0,,,21,0,0,
35874420,HUGE Brick studio apartment SECONDS from subway!,55190776,Josh,Manhattan,Upper East Side,40.7853,-73.95047,Entire home/apt,100,30,9,2021-08-07,0.2,1,1,0,
736133252972764787,The Arthur III,61391963,Stay With Vibe,Manhattan,Upper East Side,40.76285,-73.96304,Entire home/apt,133,30,0,,,124,249,0,
50954129,1000 Sq ft FUNISHED LOFT MINIMAL CHIC 18 Windows,1520436,Ryan,Manhattan,Lower East Side,40.71443,-73.98961,Entire home/apt,200,30,6,2022-08-25,0.34,1,342,2,
895368,Large 2 bedroom apt in Manhattan,4770121,Somaya,Manhattan,Harlem,40.82434,-73.93957,Entire home/apt,100,180,0,,,3,0,0,
4726941,"Stylish 3,000 sq ft loft in TriBeCa",724633,Yaroslav,Manhattan,Tribeca,40.72276,-74.0094,Entire home/apt,800,2,7,2019-07-29,0.1,1,0,0,
662541248772588802,Spacious Private room with your own room key!,467026948,Alex,Manhattan,East Harlem,40.79514,-73.94864,Private room,80,1,41,2023-02-18,5.1,2,335,41,
592894702856727661,Freshly renovated 2 BD/1.5 BA apart in Manhattan,407304997,Boomerang,Manhattan,Financial District,40.71015,-74.007,Entire home/apt,275,7,0,,,25,0,0,
776029136591129370,Amazing Place near Central Park,40385488,Address In NYC,Manhattan,Upper West Side,40.80096,-73.96249,Entire home/apt,368,4,2,2023-02-20,1.62,15,257,2,
589867261336973745,Modern 1 bed 1 bath apartment on Central Park West,143708082,Samantha,Manhattan,Upper West Side,40.79822,-73.96046,Entire home/apt,210,2,16,2023-01-01,2.26,1,0,16,
53768631,Entire 1-Bdr Apartment near 45th st/9th ave,435480629,Vasb,Manhattan,Theater District,40.75507,-73.9885,Entire home/apt,148,1,19,2023-02-02,1.27,1,139,14,
19227532,"Amazing Harlem Apartment on 5th Avenue 
3 bedrooms",134601877,Steven,Manhattan,East Harlem,40.79904,-73.9458,Entire home/apt,243,2,191,2023-02-25,2.81,4,55,42,
812491868853724059,Indulge in Home Like Comfort! Pet-friendly,496932087,Reservations,Manhattan,Midtown,40.753213703808846,-73.98565380041893,Entire home/apt,420,1,0,,,57,341,0,
756340118753059733,"UWS jr 1br w/ elevator & w/d, nr Central Park",107434423,Blueground,Manhattan,Upper West Side,40.7965451,-73.9689506,Entire home/apt,254,31,0,,,526,0,0,
40660322,HUGE ROOM,26326392,Maggie,Manhattan,Harlem,40.8258,-73.95185,Private room,131,30,0,,,3,86,0,
43203702,NYC Duplex & Private garden Oasis!!,27060185,Gretchen,Manhattan,Upper West Side,40.78958,-73.96861,Entire home/apt,799,14,1,2021-07-19,0.05,1,158,0,
49006941,Prime Location Upper East Cozy 2BR 1BA~CentralPark,143882962,Sean,Manhattan,Upper East Side,40.77931,-73.95462,Entire home/apt,164,30,4,2023-01-09,0.2,6,278,3,
50488088,Immaculate Upper West Side 1 Bedroom Apartment,380601266,Jeremy,Manhattan,Upper West Side,40.79002,-73.97097,Entire home/apt,195,90,5,2023-02-18,0.3,27,120,3,
20504573,Prime Midtown Location - Near Tourist Locations,121869120,Tabitha,Manhattan,Midtown,40.75399,-73.96911,Entire home/apt,89,30,1,2017-12-04,0.02,1,0,0,
37691827,"Luxury 2Br in luxury building Near Times Square ,",276878527,Fad,Manhattan,Hell's Kitchen,40.76361,-73.98917,Entire home/apt,283,45,2,2019-09-16,0.05,17,281,0,
803364102565553735,"Nolita 1br w/ w/d, nr New Museum",107434423,Blueground,Manhattan,Nolita,40.7225713,-73.99496289999999,Entire home/apt,268,31,0,,,526,296,0,
813723668254003862,Summer Rental NYC July & August 2023,14927368,Maria,Manhattan,Gramercy,40.73322975156741,-73.98173829102366,Entire home/apt,160,7,0,,,1,94,0,
20616864,Private 1 Bedroom Apartment Manhattan,105462484,Leo,Manhattan,East Harlem,40.78854,-73.94823,Entire home/apt,150,30,4,2017-10-25,0.06,1,0,0,
45750107,The Vanderbilt Executive,61391963,Stay With Vibe,Manhattan,Murray Hill,40.74909,-73.9774,Entire home/apt,142,30,7,2022-08-01,0.27,124,310,2,
689769314349830428,26-3A | STUDIO ~Gramercy ~W/D~ Outdoor Courtyard!!,162280872,Urban Furnished,Manhattan,Kips Bay,40.73881,-73.98068,Entire home/apt,133,30,1,2023-01-07,0.51,159,364,1,
788369883897315053,Rustic Sunset,445621543,Lisa,Manhattan,Harlem,40.8175605,-73.9389339,Entire home/apt,343,2,3,2023-02-20,1.8,2,64,3,
53153292,"Super Private Room in Manhattan, Close to Subway",399868350,Eric,Manhattan,Harlem,40.8267,-73.9415,Private room,72,1,102,2023-02-26,6.34,2,33,84,
2538248,Large newly renovated studio,9743617,Patricia,Manhattan,Harlem,40.81504,-73.94111,Entire home/apt,135,4,167,2022-12-20,1.53,7,247,24,
648452537951315311,"ESB views, 2br in the heart of the West Village",5742887,Colleen,Manhattan,West Village,40.73385,-74.00377,Entire home/apt,771,3,7,2023-01-02,0.86,1,108,7,
35257081,Private Room in Manhattan 15 min. from Midtown!,265424495,Benat,Manhattan,Harlem,40.80535,-73.94661,Private room,91,1,206,2023-02-28,4.5,2,125,98,
711857625282424586,Quite specious room in prime location!,143865128,Joanna,Manhattan,Upper East Side,40.77111,-73.95357,Private room,190,3,1,2022-10-24,0.22,2,0,1,
11837962,1 BR heart of Midtown East,61391963,Stay With Vibe,Manhattan,Midtown,40.75562,-73.96947,Entire home/apt,133,30,9,2019-10-27,0.12,124,0,0,
32306605,"UES 2BR w/Indoor pool, Doorman & City views",107434423,Blueground,Manhattan,Midtown,40.75865,-73.96221,Entire home/apt,389,31,0,,,526,218,0,
28223260,Private 1 BR/1 Bath apt with full kitchen,15717497,Nick,Manhattan,Upper West Side,40.77001,-73.98355,Entire home/apt,179,30,0,,,1,0,0,
693619339991699741,Lovely shared room near Central Park,292434893,Jacqueline,Manhattan,East Harlem,40.78998,-73.94563,Shared room,59,20,3,2023-01-04,0.58,2,364,3,
